Masked Well Name,Fuel Type,Fuel Value,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
Greene 4H,Turbine,25719.530921486577,23802.668248830894,17919.69469161997,28450.26577340733,28888.42915645135,19217.927434627738,27851.340441409902,31161.99734673738,24177.15567937782,28809.07979973113,30549.560852197752,30901.7051142251,30604.09904186815,30773.670097654074,30357.605542326546,19367.556028718296,28918.39837614915,32333.420432979525,24500.772046366335,22513.16276222217,26688.85224502517,26391.509678514572,25014.082398302893,33662.050054238665,26863.295697398218,31185.674840521257,27095.97790645572,15772.764167313046,27037.150997624165,21139.115047805175,24985.801706783666,28435.23962358079,19633.33073414486,23692.15087396537,20180.07165528425,18762.428217523444,23296.97339643351,21225.385396448062,27973.949107200013,31445.278690114374,28437.541017666063,24309.609184244127,25513.823407265765,34863.31308214494,26247.296151608844,30043.396885599985,18273.935855275147,16207.694565800553,23576.093078469792,32052.854662379388,30184.191154096956,28406.263607571007,24550.105850091728,32445.956072809902,28230.57821358669,26547.22256630335,34592.5840387542,22143.60963350417,29920.61149825965,18480.473463835282,19138.43506193591,22739.922112067557,25842.786791155322,32211.468762163437,24005.15329845447,29310.763741431485,13529.087573737972,17224.776316352505,30264.731600978863,27803.53145780947,19764.89410776744,22152.61857518651,23319.205757092666,33078.66055222436,22538.466078610963,18627.406385164253,40331.11254019556,25367.97569959443,24024.20841741623,23735.634533463566,17402.13400098805,28933.731743368513,30137.99306630521,22196.058027957588,25200.687349313444,20912.764881044277,22927.159264773003,18391.628351174877,26821.09284947704,29636.27882278901,33648.139493190065,28796.338435490754,19701.70695058739,14842.197365181872,29093.056065896548,28777.96583279615,22924.757268403308,20925.78677875541,17071.232983091966,27310.28157498232,17646.62000258323
Chambers 5H,DGB_CNG,12028.348208451222,6655.955387561117,18280.753565873027,8914.86922598545,10219.620531006232,477.5179969257206,16401.278661405187,14409.917722160091,19150.30560114721,16468.355864289264,22473.691374687754,2012.9762442099163,0.0,11604.224864682305,24138.109456947266,10709.56148330281,13946.33109252216,16277.378460375374,6364.385733529263,10710.108487347761,15949.423603409405,11055.059741787012,7254.063599005943,14979.65111734808,15140.632016628715,18506.866119051836,9856.149207351358,3862.65558169648,22580.834504149032,0.0,9389.858811092681,4374.99354094941,10538.110891868615,7571.938626721868,15753.440978186021,26974.52139259855,10345.617341005947,5166.1373041059305,13342.312616499104,19684.912185839195,17054.69400038034,12786.500507672421,10032.383392361979,13458.176427722708,6102.628221426275,8158.84325581113,6908.645997123009,17844.856666182586,4743.302542948497,3958.932289957478,25317.138051646718,8604.569731722584,13552.695081338623,9329.449256977647,4524.521944789632,13757.513285888987,0.0,5986.562252655746,7876.939122461592,6079.913997828597,8601.56787188262,4400.7973148186575,11303.190707099888,10406.36701838484,11961.66367531256,15798.61649729149,16257.278998020696,11213.599357370744,5649.366530520527,4081.9585363402166,20738.77646955354,10809.862625472453,9186.822262803686,17226.432343357097,15841.760679246956,13524.27880133203,13225.677726795599,11635.942676045332,28056.049749557205,13155.74329504987,11172.953977835397,16539.635924736,11768.444349570944,17556.99349426566,11244.574118238308,9501.278074153483,15235.813829196424,10402.508120590184,7635.101430227423,11146.86219325062,14671.274433972996,12042.88255361538,14997.690563627011,14096.20137494152,10127.010545714145,6821.6732706446055,12045.657112829698,10708.32615506862,13031.322948062723,5374.492547466975,12289.122250675264
Mineral 6H,DGB_CNG,4667.235210463077,530.8145172268469,0.0,11717.827013865606,0.0,2412.846793938884,9037.524983384777,0.0,8418.08034072819,1672.898498963843,1862.9278019923722,0.0,0.0,8142.1490529177045,0.0,12367.370606558661,9459.440847780064,13654.919742321645,4056.850862153052,8618.811488139334,15198.841749460247,10847.746335818778,13975.835059141778,0.0,13307.760692788741,4244.739383536574,823.2545477207277,1822.1400437843095,5589.926240620762,13215.662249706384,176.49904794296253,3792.1942054867404,2514.0665518851724,7417.641541094425,9878.05018675626,2602.1674929077776,7418.192513426287,4142.852488619324,6384.198849368273,0.0,5441.339001325946,0.0,1072.271289029456,11158.939787268266,10514.445279031323,560.1307147199523,4933.4508234818095,859.4271444332594,9809.231764504364,0.0,3412.4031906991154,4511.887135049139,1603.08058204491,96.43875903380194,0.0,7199.331145530208,202.88385966395253,0.0,7997.780162542291,5422.28451675213,10007.798287556503,0.0,4334.935997178697,5060.537702039884,0.0,13972.142109453765,2484.0418115774132,0.0,0.0,6193.222215280455,7658.617802647551,1480.7992287517573,8167.516259244456,0.0,2554.4139881164124,201.14070947789332,501.0635459296427,11750.813846266192,15383.693939655437,2594.643157932725,5237.483483558392,0.0,8633.012867622881,2885.0762749157175,11348.041546575307,7332.26448204599,6846.401829325227,8904.885449507829,5469.7460005372695,10797.885164334955,12640.042655223602,7779.44818650971,600.0197455913767,2521.249681560893,1355.874125135646,16497.47429407056,0.0,0.0,1171.2734179957642,7253.842355727442,14773.499453560702
Racine 6H,Turbine,10241.55062142633,3500.424776468688,6040.957708863122,15116.955648556028,12769.070689698197,12456.561877132035,0.0,5751.261172769206,10543.854968746555,18645.92694219477,16252.789687424698,14530.71876075861,14505.385148037869,6463.089248297682,17089.101677549326,11418.413521527042,3816.185568420663,11904.289218774991,15743.510620027097,14817.336909319913,4704.64162643967,17962.023270729565,14550.99901989731,12133.233234338872,10962.96786860963,7168.3374364071815,12644.397516680348,14961.565973201272,11397.492315828584,6022.294619962425,14954.573604269011,12490.300543888534,13052.683876225638,4436.2391607992595,8071.256245367364,6837.905568164229,9639.906928102844,16227.550052577146,1967.716593689267,0.0,15673.209972399516,18768.598342941867,1968.973013873774,4610.062943397074,18399.08518143703,10496.039484090423,23544.904265137247,7714.5523698493225,17114.33121596667,8685.93733187773,11769.631098507874,13139.889199817044,1063.9117771651327,9233.333098344718,7836.297964669636,3498.611836779097,1127.4482930075192,10759.664972333343,3645.1129419339186,7975.675231353283,2041.7631111486935,12008.827513746608,1891.7656486555607,12034.574514173051,13825.11791731057,11542.434263548628,8696.801767141334,818.8127491280775,9873.510987499769,3346.399687678162,8496.479793114828,12715.882450282961,21071.968338224775,17115.82243774343,16466.280135912144,10448.50297414884,4771.384079039671,8454.779532814633,11477.404170141146,0.0,14487.840372076804,10279.448765546831,1274.2615377672919,15432.28003415135,10061.546506293495,10430.79601072907,18174.80509214228,14075.3026972765,1117.615415393846,11765.656128563149,1988.1259837296657,8498.445372215529,5369.408596912435,541.0115902339658,8434.666462996129,16347.588547788402,18047.29285543853,4486.884553837406,8303.43114759838,4194.758162498435,21581.014936236956
Maricopa 2H,Turbine,16418.843302944548,15725.498360845679,15636.156293612716,21904.097942422253,19243.850817306513,3618.5841284365815,13499.759214855563,17784.04232897115,16954.960936288528,16058.46309126734,9232.121184791693,17672.99095324493,29365.13797970907,22642.95511921999,15890.492469467732,17563.63914309727,9599.244007467849,12747.075886143848,14886.950147773983,14082.43712774905,23951.46012506266,20195.400495419675,10636.418245317833,18429.081181290443,17589.94324036627,19838.421657698964,11743.84543157104,20170.049917724016,8648.966446415103,18393.668446642332,25442.95722988526,20233.667872042242,8817.748073645133,13244.039334542966,12420.651143497118,11996.417557041024,8601.970770835045,4272.069601447676,13486.941114760828,14428.508371162556,17021.840155639693,12625.721776090264,15353.861724705102,17111.34634005638,9019.07552720671,14727.606142367835,14494.48458836787,26194.80170945621,20198.692999614002,13079.671534990013,21324.982797955425,16566.492020081307,16439.569284100195,7946.5444257652525,17894.960153344553,31202.29517103427,15381.814928893782,9970.109557273765,20538.458371030414,13492.635458884177,14901.224917348456,27646.246619113575,16318.497660429459,5405.784450719011,22479.51436360078,28912.28111843893,17196.073614626977,17772.418561488466,21400.98168997916,14531.687624148622,18556.44028036143,17488.50367795412,4420.593165962635,8582.42472035523,15907.234713767211,15741.25232334323,33666.26506899102,21730.08900681164,21305.19000614699,10645.45437772659,30151.082598181205,13379.713016251017,16107.168198771662,11849.198161362836,11431.229179443348,18096.834411861946,18550.422665304093,15326.889846545666,12619.611533324714,17944.4984885671,12821.539344723304,22112.273786407735,8918.973150467555,12230.341922502366,20256.68527679656,23159.771093434465,15370.835127674356,25583.66654875643,13057.69112721762,16366.049553055018,9543.800227366222
Rich 2H,Turbine,11472.98346802868,17768.32273064588,12302.698822308317,8712.390295931702,4541.520790247476,12905.98361382507,5697.206975326425,11167.51588243154,7035.677863506731,12288.507514232291,14774.582283948263,26835.915694328854,18242.14954628907,15109.798486263651,12744.981180456278,11090.448776938054,13418.898249403579,8260.539728459082,14215.85961790309,12389.902678642427,12120.464947625878,8283.492412914627,8607.303016027096,16276.196945872016,13531.78293791378,19844.68485892636,5044.348550328233,11342.68086649502,6369.17528190759,21725.328906704424,3520.6323427446578,0.0,9222.965599466195,27431.105400879424,8174.809160147373,16245.993442078503,6148.276906926831,10993.486612270966,8937.189084302241,11050.850491798985,9309.839456869573,4528.144701528595,24481.774595524657,10529.99713130685,12593.898690811275,9300.959459950907,13768.07892195688,4160.388410291872,10246.395510039576,18809.500726360708,5784.286179870845,8328.70498396797,19916.691460770744,11370.439178709805,7926.986203447465,18685.99150005174,12426.563160808932,2129.589147137458,10328.95319093125,14073.254231788478,12690.668062158471,6911.8348157375,5302.873510292837,14322.237607640995,10617.433618422658,9552.257550815128,15414.442069917182,10902.7895904035,14315.230351428629,15731.99733798503,7755.234756325719,3803.8355309208628,7440.378544248797,10377.222451957296,8225.979143704848,12506.601883582252,11911.419607923657,6676.257651493667,10241.36096408762,9487.892247364061,6048.181338989191,12569.438439619933,8355.072378825274,18301.43640190684,5287.731823280207,12488.515295988498,8708.780049822522,18888.90139809892,15588.98191199499,18284.0492839399,11150.431721071942,17431.356900907238,16023.873039778053,8407.796887003433,10122.035077917939,12099.78774211466,14042.585728440423,18765.40863763719,5537.240414320554,12841.17355814821,3703.0418069520792
Scott 3H,Turbine,13203.641911980141,8610.710941842139,9269.40449870424,15026.729511207255,8034.050273033968,10192.274485169546,13592.539754157675,16597.79460045665,5122.328965068355,22029.41690217969,21576.054563793296,10570.44131458828,13094.374688331729,7571.230306832398,12962.932936915053,12300.376618130174,10780.61945714469,8663.59798368012,3024.9253117462104,13054.764486895936,12245.74546170047,12843.49346279125,14478.731560631484,11471.312998259507,5907.543513534555,18574.837443099692,13928.835785201512,18093.83882926262,10101.628983134211,19463.760308696586,12406.105444615408,3898.0799236550247,15300.52066558352,19280.5944849554,15823.558918201219,18443.742947625622,18011.010848327125,12239.685814491695,17086.096986549364,26852.398559943642,20451.713459840237,24986.323027068043,14419.670764759432,21650.670376166294,19267.512125068424,7861.4308747511395,14116.573881427623,12887.12374400101,16945.7424447216,13535.752361892613,3092.0748343959476,22358.321414626524,17234.909775734643,13590.864782516914,23699.079983447744,9147.930259992663,11318.119907954748,6402.949191550365,5552.032047029476,8537.326773779281,16105.525443918026,22880.98332418476,9378.888640258927,13484.269323079896,7862.60581461476,9091.394181752596,11865.755732718188,7853.0483879074245,15743.435212203087,13945.733236721637,10584.993481625424,15631.36792397525,12281.027112120391,4968.506991722976,5473.652225722449,14368.869438269438,12764.637929532004,12912.209474738775,14333.232388936538,4270.464214149159,17830.877742494864,9963.585072684658,14898.643966023472,17132.08053215073,23218.74719370359,13312.551022733554,19273.055107452663,15612.72302238899,11328.119979837447,7567.993137517539,231.21147875163115,12486.631826576355,5969.057338664683,11968.280266499005,13579.221001799842,12001.676896786688,11868.660562007353,9097.288621056514,10872.617861622726,15723.396795860339,4739.9040596611485
Buchanan 6H,DGB_Diesel,46473.63363176528,45014.15395011413,46080.56832392999,53901.920154759275,39347.69847667012,38522.43980605602,43817.62004704301,41495.37936213634,34265.377048555645,42070.10102028009,47936.00510362767,39651.63755421629,45472.212081166734,48391.498579589446,42715.57479886277,41822.86578724861,47046.44929266215,47076.7298439946,38551.018725575785,39967.45851450796,37856.224652069715,46509.79619919204,42930.5141155612,46171.88444813715,48013.96372455342,58417.798017208355,46999.0942812136,52254.7865236637,46579.54416348923,44367.69664729413,42000.45978771476,42393.2395639909,54218.155714617256,44265.94193094791,45921.41860207592,45684.63367146863,52933.70140947825,41603.968548933124,46395.613262156265,43160.614080574545,48901.91049612158,51823.159604618624,46522.24081996367,53812.12408458129,47666.07905288742,42538.73603860025,46467.449844880066,49601.908111832905,37721.47769891182,43383.87472359802,42374.687124700766,43940.42756188707,41363.87917750539,47757.25825437193,36024.13482575568,47421.433501955245,48947.98677611901,49060.668929740954,38085.99464608166,45011.860228490594,43439.558662630465,53221.89366569695,36526.24231678218,50410.156411074364,43460.8131326692,42260.54228077403,51051.862379738595,45001.03749566212,49843.404734648175,43842.7512268553,45013.95938653842,43089.98853158965,50250.390194837164,40771.708157433386,37918.37244977245,49152.89630590808,50840.48884087081,43888.33891088397,50945.820216937514,46648.555677161996,50268.032246326584,36077.00199109351,51150.26261044094,44864.56163606061,47725.40296864023,43185.5777939849,41036.22410033314,35275.666673788364,34346.19660409385,45267.883061720524,42452.15033808128,40254.20556618344,49338.66412384693,52744.90942009719,54058.98841338318,43765.15944901512,54284.39303685835,48144.97432496503,45742.17625166626,51371.54389235062,52777.6396905916
Trujillo Alto 4H,Diesel,91502.20030109785,91101.33975266102,96040.40267718231,85180.46792781507,92081.52187527073,91467.09476670138,96348.52473549116,92150.14126884022,95191.54822640629,85148.31491101386,91281.96134431059,86239.31844983091,88755.17072168419,97100.60372395719,92094.47463304231,98925.52309746206,89076.09361060198,89571.98447778719,91709.3026422541,85883.45993726802,90501.2706530693,93879.61331465803,93966.55420928121,94280.17916710294,102719.61654060081,87015.10755310545,81781.99805853741,88704.30839377991,90756.92768957789,100459.04871062985,85516.83823194647,87510.62169020572,94339.62512633076,85537.68461470172,99936.79313734638,91698.72263803279,83523.35818327365,94764.29398206196,96581.76163493702,86118.90456342718,93018.23902369922,97736.35618805629,93906.86901054275,85355.63772028469,90234.34432820068,98577.76846536413,98961.38247234494,89276.62752372315,95841.09571914688,100837.24244329624,83237.50051080363,90900.71701560408,102764.33143174602,95323.55781737153,92120.38805640061,96870.77240588177,91431.1896243718,88119.31728048826,89630.36834404954,97991.50139559947,93837.69057005501,92455.99812298993,93390.80773978122,89894.78292425515,94526.85710717548,87162.44971839839,93883.7098310298,79916.00061870116,88706.05070084217,96600.24892601943,99765.72556179976,80227.72510596759,90316.0115767925,77704.06422873745,95491.42094736226,88692.2380528756,89934.30066913315,80190.33340779529,96652.76469670731,101536.75209192776,94932.48697080952,87218.5431519816,86876.6183192644,90214.28648410518,94854.31911060648,82295.32912458635,92669.82815115296,87405.88859714902,98855.16393839088,91959.0476748835,91974.90799051433,87927.76535127511,85115.43000360324,91642.21268294685,89869.73120629578,94010.98840248893,81435.65644590696,93641.99661339824,91572.76734713932,84321.80354232069,96022.74370733161
Queen Anne's 1H,DGB_Diesel,55125.865611606685,52721.806466584785,51109.19783040471,67018.60520262159,59516.03868313578,47031.29068078086,58371.11225491135,60186.184430189525,56401.56491793792,54427.0282351854,58742.80069496855,53872.00963629103,60064.47457695443,59887.919289581005,61075.29231186264,62355.16800643085,51919.47960934294,49839.006681741026,61777.08586328892,47527.130093396685,64933.75534935949,58875.85625583405,60700.113549732145,57998.90801806676,53644.51669712566,60041.799144866665,54130.51542655822,67388.33473944404,50061.444709914955,54348.74398413613,64012.081514535246,50968.20723202183,55849.70662664077,50454.41801861198,46613.13128759395,63719.46618916883,58825.250801826194,46465.88551044403,57822.13821470934,63732.828309269855,55838.02062591351,59024.936658747596,58103.90059560363,52500.51863888917,58944.44541119932,55614.52927991836,56116.69230635976,57848.55826041175,52186.350065387225,47294.2388868613,61381.505624261496,58449.05350417611,59190.586069442186,66784.48748732325,50584.25914636872,49590.6163036138,55000.12444065054,61355.15100277936,47237.59294858295,46895.08943619421,45488.77560578155,52961.62169176494,62997.54893619939,56832.29924235512,54422.12763147546,49403.366783150625,53712.475268145914,55089.26181204277,51663.28087252847,49754.508092947675,64305.05662787713,38892.36742301677,61347.68602438459,51542.02551581976,50907.48133738976,51445.843710419314,52424.04658367564,56932.57899918949,48114.18460749321,61541.112764618774,62763.036653530056,64986.93670294511,44881.868371327524,61629.506292350794,63860.79211710889,58185.944943103306,48806.25171640821,48048.06797566208,52537.96895271053,53272.12242404394,56776.97083083701,59440.537841712794,62835.297764679046,52896.14103368617,52106.43843509681,46396.57624791494,47388.11794046762,52152.12515931404,50782.87490801708,50042.308639796276,57229.802667845484
Floyd 3H,DGB_Diesel,75856.9584305796,72615.7671771655,74968.94532209614,72574.24483703321,77601.98158976465,80483.02250159501,86402.73457240795,81861.70176296872,77604.01009132994,73556.15661424714,68538.47772958543,80566.5355555529,73539.52610068533,68980.44241268992,73918.1938248668,89288.65267953498,79624.1989956419,81501.61087848592,71065.8019422837,77260.36625297977,85369.55254963815,71814.36715561873,71553.57766777958,75175.77075492463,76677.52765162969,80225.5941558147,73481.35286000346,68646.20760426435,83674.57397610856,81124.68254088183,72786.60353061753,87335.70233713255,79716.9960154762,81040.86417527603,63265.28603205833,67945.74592822511,75338.16890524735,90016.95195615126,89668.53558215644,77267.2979937563,76215.4410947071,82565.5423841463,73747.29363960719,71039.2078462475,82488.36204028588,82416.08209228303,75549.98309058014,79357.72836350538,73091.32967062076,88469.58304815348,82309.9129698596,73167.92626833101,74823.203224698,67080.10207700005,77980.60504886256,81069.79676500944,80356.35839738278,85889.1392319645,73823.7651231133,80257.90482863721,72290.97232221189,76846.89443681466,83251.89998097974,72659.06973628333,84357.02959886086,79534.301173308,69593.27256034085,67643.12683429796,73168.10643379713,78292.9737352327,84163.96856092835,74659.00496154401,83650.93901784858,78291.85680256707,63926.37837360053,79795.91763828124,67946.8045708066,73332.85622415626,62382.81501788895,75033.71750369975,75499.68563898884,82723.0973441801,76216.6523276582,79247.29435066822,75548.05237955354,82170.19961570394,74510.04724916998,71563.01135200594,82387.30208613128,69331.90523512139,64746.142143159625,68398.90415545952,76415.16730345151,78605.59395604204,81865.3718128399,77767.3594061526,74189.93456384643,70168.8847605787,70432.96824610555,65209.70210476967,76709.347533599
Monroe 7H,DGB_Diesel,43959.90418177092,48972.29057029457,42183.40696357099,55217.53388116736,38989.51745105655,42160.13606467736,49188.93270283019,45175.55985228188,42066.70658161744,48152.994788655276,53883.676142927456,39486.46635765396,32885.58553799575,52343.60844616118,44457.44722004719,50371.75561416465,44567.28167735666,48627.04823057419,48338.69508881684,44324.515521419286,54306.53900032562,50917.4216872121,53256.60011899106,35667.662358612884,43321.47271218897,44264.7503379322,39020.97958048496,44441.62626813749,42148.08719344636,44939.107736446065,36537.94510578264,43228.01701102883,43502.44091516482,37754.396014833525,42483.391518717,53433.42608473225,44453.980103237125,43138.90494271723,41567.77295534876,47030.92495391438,43493.440125846995,35140.39823700061,45204.21089638745,46625.45146005023,50819.84939535183,43773.67113725163,36562.377539149464,42890.69296808249,39008.05117034773,48518.15989438099,39936.795221712564,50612.65504008932,37524.83269953505,33239.53268389335,45808.08855511964,50179.97132518844,36036.94246701831,34497.31854027034,52922.37253601298,38008.010779242984,38090.10169672738,47905.646101308965,40461.049871417876,36078.01799422898,35978.710694244495,41783.04360826968,48180.38520572561,45579.32475760173,46911.75091089523,46839.75943607032,43829.95917674394,41493.42935715179,54355.33928762453,51855.408917261906,44224.33205485711,43007.35161840503,47275.52503276465,46682.17641684826,48654.92947569142,41520.194500668804,36432.8388632685,55233.85001730431,42101.90391790815,41340.52016245049,48097.98675583124,37065.61802999365,44762.253624562676,37772.02369581432,47728.94517263339,46249.45529910334,46259.26576112331,48653.27779393459,52192.7764109058,48976.51977856409,48460.078351983466,36573.05389402286,48255.36901946807,36257.457338646636,37369.14490001609,46693.14123482704,38426.81975014542
Johnson 3H,Diesel,71519.45385009494,72253.62932580664,77663.03269733461,75329.30580028603,60624.834101217886,89854.44840850747,64163.58531307297,67558.23436777985,67855.21651069478,67241.3240100361,65525.73755879819,75653.23258272001,74915.57719439446,68947.33102412963,68027.65314660782,68142.6791510297,70196.12676568105,73274.92824929967,69285.65755372077,66836.13418240809,75659.79317173245,67786.10014478953,69412.35950991654,62302.80364334297,59982.16683060713,68208.06986578593,74193.91355796775,75408.75024736914,63869.708629445086,76171.3987760008,75939.58667374792,68698.43456623646,76093.67601694149,64605.85613857543,60185.820313213895,74253.48223225727,73183.92476875719,70221.31981875593,66287.84984056833,72233.00769609542,68989.58129199577,71516.53917680503,70511.61031235769,77300.33853552889,73030.95531351541,77088.76204384648,64606.259813872966,64518.352665468905,70061.05030391134,66341.57005279687,73814.86257629465,67359.7531942153,65855.46293157102,72940.32272094212,73272.80531918838,79334.1757434508,79376.96732591081,68988.74988939014,70201.64915343425,71740.36786495634,77214.18335234848,67586.08037791373,68279.35802208184,72469.55990439058,64954.38255070115,67472.5761817876,76864.79496825155,75781.2040878114,73799.87952850528,75807.37312429363,69755.40251756717,73311.34605093989,72274.76240209604,84750.07620083734,79577.58444271696,69544.68792123705,64954.18908693693,68778.88004204519,68726.4714164761,64392.68511904917,87155.75933472026,73638.17781603485,65807.80034530417,77802.66861720214,74605.59920682805,68566.54665071117,72200.1222139831,74207.1420182766,64696.41184163808,63343.425096523475,74918.65835907923,59648.65792792927,68063.30521244902,71470.28265968974,72391.45721039486,71172.85917280594,72699.43484613758,71034.85921098522,68543.71101448173,64688.634522742956,76126.02042089382
Johnson 1H,DGB_Diesel,51862.02305782992,54414.34440721955,49990.438293440726,61780.143317441376,53785.385298006666,55897.49898436876,55059.17532444666,48787.44634836049,43617.021082803425,45464.865128665006,43334.88112898559,53182.602315965436,61545.50506183615,61302.08333950178,51179.835836908154,40902.492524847585,50635.904680338885,57965.996531662626,52698.30164299318,50656.765229014956,50281.16240919596,65091.98068251322,46762.250307222144,49080.15738524572,47081.397760848704,53032.93811354146,57399.74349487463,49343.663349247094,50415.35438384635,52746.4929092567,58151.078023677255,51939.19757220853,54747.8247989805,51615.13395287636,49589.25635350919,41047.57097351123,41263.22893466617,51215.96758829673,48439.4385508342,47872.434979149446,51540.019025878435,52664.75411708042,52181.838773846044,53700.28258979336,53971.043579498946,50505.11531969828,70266.16378190061,52404.1502770194,53178.6749054924,58203.95277221663,53258.24053810631,57131.32834708981,52352.45698510857,39599.13521189679,43640.449842425856,53644.726594250635,44027.7256809792,46998.272042704906,58739.2415179276,43173.6036706457,50856.3161897367,50115.97197975724,52915.15610605463,54694.023835046064,46444.22825515777,51121.50645669488,60506.17092682519,42917.40169428679,50006.41937756008,49522.21314513744,56528.85411422426,54724.57878369602,51630.66989285354,53515.96246046777,47768.29010520937,47481.03205091093,50242.19576866886,43410.06847676628,52612.15912143299,44052.60705146358,45087.539305571496,49378.64160639645,47408.05188759035,52047.17756223159,44593.889025651326,52045.92787692639,41938.99067902689,53864.72960191307,55062.967478507955,42518.87780923592,47312.60348692805,46902.043917016825,52154.66927153014,45985.6803984384,52478.854926630425,55616.461476002645,53992.95634719387,61040.56597479942,51534.9504282634,58973.812501851,46091.59365771814
Hillsborough 3H,Diesel,57442.995717013764,63287.973101743875,56286.128514444914,55766.374724482834,61893.53322295964,61424.64568729923,56056.21134318247,68345.48892556095,64772.16370120605,59467.024411901664,57990.292125708154,48625.52535400397,53864.75407890011,59116.51815392562,56019.57132136771,55553.83861591975,52597.70587995008,60281.4345901318,54995.38822752532,49691.508066115275,60169.99808350591,58639.782043886546,58042.07029214433,60596.37869204228,50471.83734646482,57208.25857351837,44032.094282502105,66263.27410498845,52805.11508871698,60828.34816290997,52650.13014472346,50387.51871342064,61805.66830999594,69273.49453848736,60212.82999768217,51957.608694308095,65564.25788165156,52071.78767517397,50260.642171211715,55563.002714639064,58530.76313352742,65037.10131949188,50649.799949039916,56253.47962451599,60304.10921133267,61186.40851108094,66518.51022429846,45818.3467061308,62092.69967691338,57778.76138825259,58760.253036794544,60261.025109286944,54737.59852773771,54075.29071455624,59234.54521250479,56094.27329258546,47991.544575875436,69951.30420608881,60535.5813649671,63650.51412696412,68257.13830541873,61399.31628906808,41399.958758220004,56186.16998710931,68096.54254403134,62173.58606546718,64304.022064250006,61397.55534239869,58518.81443578212,50320.24904422811,62094.94356268475,57455.315683307075,47397.61140849,59465.02943857374,49474.21136307729,60316.73055706323,51728.58090993752,64812.354570794196,50556.80800764381,55393.582162080646,62327.63605627205,54834.17229598802,62743.76878423899,62723.670775236395,53526.03817519874,47766.54264662382,53391.138079582284,60294.11853554743,53773.59457001719,59432.99025612401,50459.79287930268,63594.483422567515,57403.71577121231,57823.16033011397,60862.22965479237,54743.63820172547,55294.541755869606,61200.750911587944,57830.72989986316,59163.426083441045,56088.37862919409
Ouachita 4H,Diesel,181537.17471655333,184847.98865274052,191399.4066304175,189875.7675694702,180373.14292348223,177196.2931150371,173894.7480041414,189756.1872174421,168211.40629425866,181052.84470570798,180354.0944057713,183141.7272871636,183658.64054881397,174502.65680030079,181646.32032122847,182006.46218676178,187349.07944896724,170923.53135719802,185025.81940553946,176272.35330054516,174548.82880535704,179249.40686465343,182474.97870152476,181744.13076924597,182186.70855747288,176906.0143359716,178840.75732880097,180131.78969537115,176493.84410570434,178321.02932282374,190439.9641657683,177491.5023208398,177042.3059689848,184826.7396517139,186542.8825137589,176949.05944137447,181516.0495716479,182453.51651001224,191651.5704590483,173413.35284571422,177755.67998511414,177967.4983365581,185272.8896407664,172009.31100620466,173360.5973658257,185644.94377760153,189248.45084474486,186576.31976118428,186913.69543213403,180198.510454107,184302.71677799625,178195.71431443418,184711.40990777523,182863.21305775715,180061.0498897621,186782.71497000312,185912.27586052733,184785.86886732656,177368.82754032643,178045.54870378828,177540.98558533558,177872.95565463073,183455.49836890944,186583.18851901655,190161.01631667657,186228.43008678925,189599.66307279392,180412.43236156803,178539.64594812467,174792.37765614231,187591.03776399128,179893.45274191065,168701.9866016672,181881.41934819467,177824.71386200053,187675.08479463073,186479.0608239238,183415.2836979782,183579.1675723164,187532.050907414,180606.5456272368,184172.25070707995,189898.42290469704,184334.11440121016,190373.96883403702,188223.5811792811,177552.7070546659,186618.7499557662,194548.82938863875,175244.84325695425,189564.69053420244,183175.29778868856,178653.74550538365,175068.85213825386,180964.13334445254,180115.97961447146,178804.09005836843,172596.5923057757,168709.76165956483,184440.97809124476,188159.90510830886
